CompanyName|AddressType|City|StateProvince|ProductName|StandardCost|ListPrice|ProductCategoryName|OrderDate|ShipDate|ShipMethod|SubTotal|TaxAmt|Freight|TotalDue|SalesOrderID|SalesOrderDetailID|OrderQty|UnitPrice|UnitPriceDiscount|LineTotal
Nearby Cycle Shop|Main Office|West Sussex|England|Mountain-200 Black, 42|1251.9813|2294.9900|Mountain Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110638|5|1376.9940|0.0000|6884.970000
Nearby Cycle Shop|Main Office|West Sussex|England|ML Mountain Handlebars|27.4925|61.9200|Handlebars|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110639|3|37.1520|0.0000|111.456000
Nearby Cycle Shop|Main Office|West Sussex|England|HL Mountain Handlebars|53.3999|120.2700|Handlebars|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110640|1|72.1620|0.0000|72.162000
Nearby Cycle Shop|Main Office|West Sussex|England|LL Mountain Pedal|17.9776|40.4900|Pedals|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110641|2|24.2940|0.0000|48.588000
Nearby Cycle Shop|Main Office|West Sussex|England|LL Mountain Frame - Black, 44|136.7850|249.7900|Mountain Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110642|1|149.8740|0.0000|149.874000
Nearby Cycle Shop|Main Office|West Sussex|England|Women's Mountain Shorts, L|26.1763|69.9900|Shorts|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110643|7|41.9940|0.0000|293.958000
Nearby Cycle Shop|Main Office|West Sussex|England|Hydration Pack - 70 oz.|20.5663|54.9900|Hydration Packs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|38418.6895|3073.4952|960.4672|42452.6519|71780|110644|1|32.9940|0.0000|32.994000
Professional Sales and Service|Main Office|Van Nuys|California|Long-Sleeve Logo Jersey, M|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110667|3|29.9940|0.0000|89.982000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Yellow, 54|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110668|3|1430.4420|0.0000|4291.326000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Yellow, 46|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110669|1|1430.4420|0.0000|1430.442000
Professional Sales and Service|Main Office|Van Nuys|California|AWC Logo Cap|6.9223|8.9900|Caps|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110670|10|5.3940|0.0000|53.940000
Professional Sales and Service|Main Office|Van Nuys|California|Bike Wash - Dissolver|2.9733|7.9500|Cleaners|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110671|10|4.7700|0.0000|47.700000
Professional Sales and Service|Main Office|Van Nuys|California|HL Bottom Bracket|53.9416|121.4900|Bottom Brackets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110672|4|72.8940|0.0000|291.576000
Professional Sales and Service|Main Office|Van Nuys|California|Classic Vest, S|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110673|6|38.1000|0.0000|228.600000
Professional Sales and Service|Main Office|Van Nuys|California|Hitch Rack - 4-Bike|44.8800|120.0000|Bike Racks|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110674|3|72.0000|0.0000|216.000000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Blue, 58|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110675|4|445.4100|0.0000|1781.640000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-2000 Blue, 50|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110676|4|728.9100|0.0000|2915.640000
Professional Sales and Service|Main Office|Van Nuys|California|Water Bottle - 30 oz.|1.8663|4.9900|Bottles and Cages|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110677|6|2.9940|0.0000|17.964000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Blue, 44|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110678|1|445.4100|0.0000|445.410000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Yellow, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110679|1|1430.4420|0.0000|1430.442000
Professional Sales and Service|Main Office|Van Nuys|California|Front Brakes|47.2860|106.5000|Brakes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110680|1|63.9000|0.0000|63.900000
Professional Sales and Service|Main Office|Van Nuys|California|LL Bottom Bracket|23.9716|53.9900|Bottom Brackets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110681|1|32.3940|0.0000|32.394000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-2000 Blue, 46|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110682|1|728.9100|0.0000|728.910000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Blue, 46|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110683|2|1430.4420|0.0000|2860.884000
Professional Sales and Service|Main Office|Van Nuys|California|Short-Sleeve Classic Jersey, XL|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110684|4|32.3940|0.0000|129.576000
Professional Sales and Service|Main Office|Van Nuys|California|HL Touring Frame - Yellow, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110685|2|602.3460|0.0000|1204.692000
Professional Sales and Service|Main Office|Van Nuys|California|Long-Sleeve Logo Jersey, L|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110686|8|29.9940|0.0000|239.952000
Professional Sales and Service|Main Office|Van Nuys|California|Rear Derailleur|53.9282|121.4600|Derailleurs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110687|3|72.8760|0.0000|218.628000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Yellow, 60|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110688|1|1430.4420|0.0000|1430.442000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Blue, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110689|2|1430.4420|0.0000|2860.884000
Professional Sales and Service|Main Office|Van Nuys|California|Sport-100 Helmet, Black|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110690|7|20.9940|0.0000|146.958000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Yellow, 44|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110691|3|445.4100|0.0000|1336.230000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Blue, 50|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110692|2|445.4100|0.0000|890.820000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Blue, 54|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110693|2|445.4100|0.0000|890.820000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-3000 Yellow, 54|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110694|1|445.4100|0.0000|445.410000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-2000 Blue, 60|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110695|1|728.9100|0.0000|728.910000
Professional Sales and Service|Main Office|Van Nuys|California|Touring-1000 Blue, 54|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110696|2|1430.4420|0.0000|2860.884000
Professional Sales and Service|Main Office|Van Nuys|California|HL Crankset|179.8156|404.9900|Cranksets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110697|2|242.9940|0.0000|485.988000
Professional Sales and Service|Main Office|Van Nuys|California|Front Derailleur|40.6216|91.4900|Derailleurs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110698|2|54.8940|0.0000|109.788000
Professional Sales and Service|Main Office|Van Nuys|California|HL Touring Seat/Saddle|23.3722|52.6400|Saddles|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110699|1|31.5840|0.0000|31.584000
Professional Sales and Service|Main Office|Van Nuys|California|LL Touring Frame - Yellow, 62|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110700|1|200.0520|0.0000|200.052000
Professional Sales and Service|Main Office|Van Nuys|California|HL Touring Frame - Blue, 54|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110701|1|602.3460|0.0000|602.346000
Professional Sales and Service|Main Office|Van Nuys|California|HL Touring Frame - Blue, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110702|1|602.3460|0.0000|602.346000
Professional Sales and Service|Main Office|Van Nuys|California|Short-Sleeve Classic Jersey, S|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110703|6|32.3940|0.0000|194.364000
Professional Sales and Service|Main Office|Van Nuys|California|Short-Sleeve Classic Jersey, L|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110704|4|32.3940|0.0000|129.576000
Professional Sales and Service|Main Office|Van Nuys|California|Half-Finger Gloves, M|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110705|1|14.6940|0.0000|14.694000
Professional Sales and Service|Main Office|Van Nuys|California|Classic Vest, M|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110706|4|38.1000|0.0000|152.400000
Professional Sales and Service|Main Office|Van Nuys|California|Hydration Pack - 70 oz.|20.5663|54.9900|Hydration Packs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110707|9|32.9940|0.0000|296.946000
Professional Sales and Service|Main Office|Van Nuys|California|Sport-100 Helmet, Blue|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110708|6|20.9940|0.0000|125.964000
Professional Sales and Service|Main Office|Van Nuys|California|Sport-100 Helmet, Red|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|39785.3304|3182.8264|994.6333|43962.7901|71782|110709|3|20.9940|0.0000|62.982000
Eastside Department Store|Main Office|Union City|California|LL Road Frame - Black, 52|204.6251|337.2200|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110710|4|202.3320|0.0000|809.328000
Eastside Department Store|Main Office|Union City|California|ML Road Pedal|27.5680|62.0900|Pedals|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110711|6|37.2540|0.0000|223.524000
Eastside Department Store|Main Office|Union City|California|Road-250 Black, 44|1554.9479|2443.3500|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110712|3|1466.0100|0.0000|4398.030000
Eastside Department Store|Main Office|Union City|California|Road-750 Black, 58|343.6496|539.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110713|4|323.9940|0.0000|1295.976000
Eastside Department Store|Main Office|Union City|California|Hydration Pack - 70 oz.|20.5663|54.9900|Hydration Packs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110714|9|32.9940|0.0000|296.946000
Eastside Department Store|Main Office|Union City|California|Half-Finger Gloves, M|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110715|7|14.6940|0.0000|102.858000
Eastside Department Store|Main Office|Union City|California|Road-350-W Yellow, 48|1082.5100|1700.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110716|25|850.4950|0.1000|19136.137500
Eastside Department Store|Main Office|Union City|California|Long-Sleeve Logo Jersey, M|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110717|6|29.9940|0.0000|179.964000
Eastside Department Store|Main Office|Union City|California|Bike Wash - Dissolver|2.9733|7.9500|Cleaners|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110718|8|4.7700|0.0000|38.160000
Eastside Department Store|Main Office|Union City|California|HL Road Handlebars|53.3999|120.2700|Handlebars|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110719|1|72.1620|0.0000|72.162000
Eastside Department Store|Main Office|Union City|California|Short-Sleeve Classic Jersey, S|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110720|6|32.3940|0.0000|194.364000
Eastside Department Store|Main Office|Union City|California|Patch Kit/8 Patches|0.8565|2.2900|Tires and Tubes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110721|6|1.3740|0.0000|8.244000
Eastside Department Store|Main Office|Union City|California|Water Bottle - 30 oz.|1.8663|4.9900|Bottles and Cages|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110722|10|2.9940|0.0000|29.940000
Eastside Department Store|Main Office|Union City|California|ML Road Frame-W - Yellow, 38|360.9428|594.8300|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110723|1|356.8980|0.0000|356.898000
Eastside Department Store|Main Office|Union City|California|Road-550-W Yellow, 42|713.0798|1120.4900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110724|1|672.2940|0.0000|672.294000
Eastside Department Store|Main Office|Union City|California|Half-Finger Gloves, S|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110725|2|14.6940|0.0000|29.388000
Eastside Department Store|Main Office|Union City|California|Half-Finger Gloves, L|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110726|9|14.6940|0.0000|132.246000
